"go"	"cluster"	"parent"	"score"	"size"	"term"	"parentTerm"	"termUniqueness"	"termUniquenessWithinCluster"	"termDispensability"
"GO:0098660"	1	"GO:0098660"	16.7447274948967	938	"inorganic ion transmembrane transport"	"inorganic ion transmembrane transport"	0.911040570175438	0.3171	0
"GO:0006811"	2	"GO:0006811"	16.698970004336	1269	"monoatomic ion transport"	"monoatomic ion transport"	0.914940789473684	0.280205128205128	0
"GO:0006936"	3	"GO:0006936"	15.9586073148418	351	"muscle contraction"	"muscle contraction"	0.925042763157895	0.360020408163265	0
"GO:0009605"	4	"GO:0009605"	12.8538719643218	2784	"response to external stimulus"	"response to external stimulus"	0.934186403508772	0.421090909090909	0
"GO:0006873"	5	"GO:0006873"	12.0177287669604	535	"intracellular monoatomic ion homeostasis"	"intracellular monoatomic ion homeostasis"	0.978797149122807	0.167555555555556	0
"GO:0032787"	6	"GO:0032787"	10.4559319556497	632	"monocarboxylic acid metabolic process"	"monocarboxylic acid metabolic process"	0.918710526315789	0.328966666666667	0
"GO:0007186"	7	"GO:0007186"	10.4089353929735	1287	"G protein-coupled receptor signaling pathway"	"G protein-coupled receptor signaling pathway"	0.907132675438596	0.3759	0
"GO:0050896"	8	"GO:0050896"	10.397940008672	9207	"response to stimulus"	"response to stimulus"	0.940554824561403	0.6994	0
"GO:0065008"	9	"GO:0065008"	10.3467874862247	2985	"regulation of biological quality"	"regulation of biological quality"	0.938115131578947	0.4148	0
"GO:0007610"	10	"GO:0007610"	10.2924298239021	648	"behavior"	"behavior"	0.940010964912281	0.308714285714286	0
"GO:0009636"	11	"GO:0009636"	9.82390874094432	258	"response to toxic substance"	"response to toxic substance"	0.941656798245614	0.519931034482759	0
"GO:1901615"	12	"GO:1901615"	9.31875876262441	567	"organic hydroxy compound metabolic process"	"organic hydroxy compound metabolic process"	0.952349780701754	0.228052631578947	0
"GO:0015837"	13	"GO:0015837"	9.0268721464003	108	"amine transport"	"amine transport"	0.934875	0.458047619047619	0
"GO:0006721"	14	"GO:0006721"	8.30980391997149	98	"terpenoid metabolic process"	"terpenoid metabolic process"	0.939256578947368	0.385111111111111	0
"GO:0055002"	15	"GO:0055002"	7.85387196432176	73	"striated muscle cell development"	"striated muscle cell development"	0.945457236842105	0.2588125	0
"GO:0030049"	17	"GO:0030049"	7.69897000433602	14	"muscle filament sliding"	"muscle filament sliding"	0.913810307017544	0.342882352941177	0
"GO:0099537"	16	"GO:0099537"	7.69897000433602	756	"trans-synaptic signaling"	"trans-synaptic signaling"	0.939476973684211	0.239421052631579	0
"GO:0120254"	18	"GO:0120254"	7.48148606012211	162	"olefinic compound metabolic process"	"olefinic compound metabolic process"	0.968189692982456	1	0
"GO:0070482"	19	"GO:0070482"	6.95860731484177	343	"response to oxygen levels"	"response to oxygen levels"	0.955862938596491	0.318909090909091	0
"GO:0014866"	20	"GO:0014866"	6.92081875395237	10	"skeletal myofibril assembly"	"skeletal myofibril assembly"	0.904299342105263	0.4726	0
"GO:0032780"	21	"GO:0032780"	6.76955107862173	17	"negative regulation of ATP-dependent activity"	"negative regulation of ATP-dependent activity"	0.972876096491228	0.471923076923077	0
"GO:0015711"	22	"GO:0015711"	6.69897000433602	443	"organic anion transport"	"organic anion transport"	0.922788377192982	0.269421052631579	0
"GO:0003009"	23	"GO:0003009"	6.45593195564972	46	"skeletal muscle contraction"	"skeletal muscle contraction"	0.931797149122807	0.343	0
"GO:0061041"	24	"GO:0061041"	6.19382002601611	133	"regulation of wound healing"	"regulation of wound healing"	0.916280701754386	0.365666666666667	0
"GO:0042401"	25	"GO:0042401"	6.13667713987954	38	"biogenic amine biosynthetic process"	"biogenic amine biosynthetic process"	0.948987938596491	0.252714285714286	0
"GO:0051764"	26	"GO:0051764"	6.11918640771921	13	"actin crosslink formation"	"actin crosslink formation"	0.950709429824561	0.397666666666667	0
"GO:0071324"	27	"GO:0071324"	6.11350927482752	1	"cellular response to disaccharide stimulus"	"cellular response to disaccharide stimulus"	0.946145833333333	0.463	0
"GO:0050819"	28	"GO:0050819"	6.0268721464003	52	"negative regulation of coagulation"	"negative regulation of coagulation"	0.917378289473684	0.380333333333333	0
"GO:0006956"	29	"GO:0006956"	6	67	"complement activation"	"complement activation"	0.912949561403509	0.2959375	0
"GO:0042574"	30	"GO:0042574"	5.92081875395237	18	"retinal metabolic process"	"retinal metabolic process"	0.945058114035088	0.546	0
"GO:0044282"	31	"GO:0044282"	5.85387196432176	375	"small molecule catabolic process"	"small molecule catabolic process"	0.931006578947368	0.23125	0
