"go"	"cluster"	"parent"	"score"	"size"	"term"	"parentTerm"	"termUniqueness"	"termUniquenessWithinCluster"	"termDispensability"
"GO:0071313"	1	"GO:0071313"	9.69897000433602	11	"cellular response to caffeine"	"cellular response to caffeine"	0.922237051792829	0.341588235294118	0
"GO:0071415"	1	"GO:0071313"	8.85387196432176	14	"cellular response to purine-containing compound"	"cellular response to caffeine"	0.9230796812749	0.389647058823529	0.989
"GO:0035994"	2	"GO:0035994"	7.61978875828839	25	"response to muscle stretch"	"response to muscle stretch"	0.941988047808765	0.4632	0
"GO:0071466"	3	"GO:0071466"	7.30102999566398	192	"cellular response to xenobiotic stimulus"	"cellular response to xenobiotic stimulus"	0.917121513944223	0.51125	0
"GO:0042221"	3	"GO:0071466"	7.2518119729938	4096	"response to chemical"	"cellular response to xenobiotic stimulus"	0.901169322709163	0.42325	0.562
"GO:0003013"	4	"GO:0003013"	7.05060999335509	601	"circulatory system process"	"circulatory system process"	0.924129482071713	0.2975	0
"GO:0009605"	5	"GO:0009605"	6.88605664769316	2784	"response to external stimulus"	"response to external stimulus"	0.910966135458167	0.392636363636364	0
"GO:0008015"	4	"GO:0003013"	6.82390874094432	515	"blood circulation"	"circulatory system process"	0.924408366533865	0.297821428571429	0.98
"GO:0043171"	6	"GO:0043171"	6.49485002168009	23	"peptide catabolic process"	"peptide catabolic process"	0.964593625498008	0.7305	0
"GO:0010038"	3	"GO:0071466"	6.46852108295774	359	"response to metal ion"	"cellular response to xenobiotic stimulus"	0.921438247011952	0.446708333333333	0.425
"GO:0006952"	7	"GO:0006952"	6.44369749923271	1850	"defense response"	"defense response"	0.918211155378486	0.3595	0
"GO:0010035"	3	"GO:0071466"	6.25963731050576	531	"response to inorganic substance"	"cellular response to xenobiotic stimulus"	0.919053784860558	0.43875	0.44
"GO:0007584"	5	"GO:0009605"	6.23657200643706	155	"response to nutrient"	"response to external stimulus"	0.910970119521912	0.318545454545455	0.609
"GO:0006936"	4	"GO:0003013"	6.18045606445813	351	"muscle contraction"	"circulatory system process"	0.928392430278885	0.333285714285714	0.671
"GO:0050896"	8	"GO:0050896"	6.06550154875643	9207	"response to stimulus"	"response to stimulus"	0.919713147410359	0.64175	0
"GO:0014808"	9	"GO:0014808"	6	36	"release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"	"release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"	0.859486055776892	0.360285714285714	0
"GO:1903514"	9	"GO:0014808"	6	37	"release of sequestered calcium ion into cytosol by endoplasmic reticulum"	"release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"	0.85996812749004	0.359714285714286	0.999
"GO:0055008"	10	"GO:0055008"	5.92081875395237	61	"cardiac muscle tissue morphogenesis"	"cardiac muscle tissue morphogenesis"	0.9025796812749	0.29575	0
"GO:0002702"	11	"GO:0002702"	5.76955107862173	136	"positive regulation of production of molecular mediator of immune response"	"positive regulation of production of molecular mediator of immune response"	0.876559760956175	0.36440625	0
"GO:1903779"	4	"GO:0003013"	5.67778070526608	28	"regulation of cardiac conduction"	"circulatory system process"	0.912286852589641	0.403642857142857	0.711
"GO:0002456"	11	"GO:0002702"	5.65757731917779	129	"T cell mediated immunity"	"positive regulation of production of molecular mediator of immune response"	0.916478087649402	0.3725	0.696
"GO:0042359"	12	"GO:0042359"	5.60205999132796	20	"vitamin D metabolic process"	"vitamin D metabolic process"	0.956651394422311	0.3995	0
"GO:0009617"	13	"GO:0009617"	5.60205999132796	739	"response to bacterium"	"response to bacterium"	0.916252988047809	0.27975	0
"GO:0051283"	9	"GO:0014808"	5.53760200210104	137	"negative regulation of sequestering of calcium ion"	"release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"	0.86890438247012	0.318142857142857	0.908
"GO:0071312"	1	"GO:0071313"	5.52287874528034	37	"cellular response to alkaloid"	"cellular response to caffeine"	0.920153386454183	0.411235294117647	0.938
"GO:0086002"	14	"GO:0086002"	5.52287874528034	53	"cardiac muscle cell action potential involved in contraction"	"cardiac muscle cell action potential involved in contraction"	0.878414342629482	0.2765	0
"GO:0006508"	15	"GO:0006508"	5.2839966563652	1648	"proteolysis"	"proteolysis"	0.953338645418327	0.387555555555556	0
"GO:0055010"	16	"GO:0055010"	5.2518119729938	47	"ventricular cardiac muscle tissue morphogenesis"	"ventricular cardiac muscle tissue morphogenesis"	0.902924302788845	0.4195	0
"GO:0070296"	17	"GO:0070296"	5.18708664335714	43	"sarcoplasmic reticulum calcium ion transport"	"sarcoplasmic reticulum calcium ion transport"	0.927872509960159	0.511363636363636	0
"GO:0031000"	1	"GO:0071313"	5.1249387366083	15	"response to caffeine"	"cellular response to caffeine"	0.931978087649402	0.364294117647059	0.979
"GO:0051209"	9	"GO:0014808"	5.09151498112135	136	"release of sequestered calcium ion into cytosol"	"release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"	0.845814741035857	0.316142857142857	0.909
"GO:0051282"	9	"GO:0014808"	5	139	"regulation of sequestering of calcium ion"	"release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"	0.873922310756972	0.317571428571429	0.907
"GO:0051240"	18	"GO:0051240"	4.95860731484177	1682	"positive regulation of multicellular organismal process"	"positive regulation of multicellular organismal process"	0.878250996015936	0.4784	0
"GO:0043207"	13	"GO:0009617"	4.95860731484177	1576	"response to external biotic stimulus"	"response to bacterium"	0.908671314741036	0.2356875	0.841
"GO:0051707"	13	"GO:0009617"	4.95860731484177	1573	"response to other organism"	"response to bacterium"	0.906764940239044	0.2355	0.841
"GO:1901700"	3	"GO:0071466"	4.92081875395237	1809	"response to oxygen-containing compound"	"cellular response to xenobiotic stimulus"	0.90948406374502	0.427458333333333	0.502
"GO:0044419"	19	"GO:0044419"	4.92081875395237	1755	"biological process involved in interspecies interaction between organisms"	"biological process involved in interspecies interaction between organisms"	0.975408366533865	0.4174	0
"GO:0051239"	18	"GO:0051240"	4.88605664769316	3123	"regulation of multicellular organismal process"	"positive regulation of multicellular organismal process"	0.895041832669323	0.445	0.835
"GO:0009607"	13	"GO:0009617"	4.88605664769316	1614	"response to biotic stimulus"	"response to bacterium"	0.919091633466135	0.2375625	0.838
"GO:0051592"	3	"GO:0071466"	4.82390874094432	144	"response to calcium ion"	"cellular response to xenobiotic stimulus"	0.921553784860558	0.40275	0.387
"GO:0060760"	20	"GO:0060760"	4.79588001734407	67	"positive regulation of response to cytokine stimulus"	"positive regulation of response to cytokine stimulus"	0.8834203187251	0.488	0
"GO:0002699"	11	"GO:0002702"	4.79588001734407	270	"positive regulation of immune effector process"	"positive regulation of production of molecular mediator of immune response"	0.904569721115538	0.33965625	0.929
