"go"	"cluster"	"parent"	"score"	"size"	"term"	"parentTerm"	"termUniqueness"	"termUniquenessWithinCluster"	"termDispensability"
"GO:0071313"	1	"GO:0071313"	9.69897000433602	11	"cellular response to caffeine"	"cellular response to caffeine"	0.922237051792829	0.341588235294118	0
"GO:0035994"	2	"GO:0035994"	7.61978875828839	25	"response to muscle stretch"	"response to muscle stretch"	0.941988047808765	0.4632	0
"GO:0071466"	3	"GO:0071466"	7.30102999566398	192	"cellular response to xenobiotic stimulus"	"cellular response to xenobiotic stimulus"	0.917121513944223	0.51125	0
"GO:0003013"	4	"GO:0003013"	7.05060999335509	601	"circulatory system process"	"circulatory system process"	0.924129482071713	0.2975	0
"GO:0009605"	5	"GO:0009605"	6.88605664769316	2784	"response to external stimulus"	"response to external stimulus"	0.910966135458167	0.392636363636364	0
"GO:0043171"	6	"GO:0043171"	6.49485002168009	23	"peptide catabolic process"	"peptide catabolic process"	0.964593625498008	0.7305	0
"GO:0006952"	7	"GO:0006952"	6.44369749923271	1850	"defense response"	"defense response"	0.918211155378486	0.3595	0
"GO:0050896"	8	"GO:0050896"	6.06550154875643	9207	"response to stimulus"	"response to stimulus"	0.919713147410359	0.64175	0
"GO:0014808"	9	"GO:0014808"	6	36	"release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"	"release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"	0.859486055776892	0.360285714285714	0
"GO:0055008"	10	"GO:0055008"	5.92081875395237	61	"cardiac muscle tissue morphogenesis"	"cardiac muscle tissue morphogenesis"	0.9025796812749	0.29575	0
"GO:0002702"	11	"GO:0002702"	5.76955107862173	136	"positive regulation of production of molecular mediator of immune response"	"positive regulation of production of molecular mediator of immune response"	0.876559760956175	0.36440625	0
"GO:0042359"	12	"GO:0042359"	5.60205999132796	20	"vitamin D metabolic process"	"vitamin D metabolic process"	0.956651394422311	0.3995	0
"GO:0009617"	13	"GO:0009617"	5.60205999132796	739	"response to bacterium"	"response to bacterium"	0.916252988047809	0.27975	0
"GO:0086002"	14	"GO:0086002"	5.52287874528034	53	"cardiac muscle cell action potential involved in contraction"	"cardiac muscle cell action potential involved in contraction"	0.878414342629482	0.2765	0
"GO:0006508"	15	"GO:0006508"	5.2839966563652	1648	"proteolysis"	"proteolysis"	0.953338645418327	0.387555555555556	0
"GO:0055010"	16	"GO:0055010"	5.2518119729938	47	"ventricular cardiac muscle tissue morphogenesis"	"ventricular cardiac muscle tissue morphogenesis"	0.902924302788845	0.4195	0
