"go"	"cluster"	"parent"	"score"	"size"	"term"	"parentTerm"	"termUniqueness"	"termUniquenessWithinCluster"	"termDispensability"
"GO:0006310"	1	"GO:0006310"	19.8538719643218	340	"DNA recombination"	"DNA recombination"	0.858320971867008	0.3295625	0
"GO:0000725"	1	"GO:0006310"	19.0915149811213	179	"recombinational repair"	"DNA recombination"	0.834219948849105	0.3409375	0.928
"GO:0000724"	1	"GO:0006310"	19.0915149811213	175	"double-strand break repair via homologous recombination"	"DNA recombination"	0.83312915601023	0.333979166666667	0.925
"GO:0007063"	2	"GO:0007063"	17.5228787452803	17	"regulation of sister chromatid cohesion"	"regulation of sister chromatid cohesion"	0.850709718670077	0.309241379310345	0
"GO:0010948"	3	"GO:0010948"	17.301029995664	320	"negative regulation of cell cycle process"	"negative regulation of cell cycle process"	0.837291560102302	0.247121212121212	0
"GO:0006302"	4	"GO:0006302"	17.2518119729938	307	"double-strand break repair"	"double-strand break repair"	0.827319693094629	0.3036	0
"GO:0007062"	2	"GO:0007063"	15.9586073148418	59	"sister chromatid cohesion"	"regulation of sister chromatid cohesion"	0.881910485933504	0.30351724137931	0.901
"GO:0045786"	3	"GO:0010948"	14.7695510786217	407	"negative regulation of cell cycle"	"negative regulation of cell cycle process"	0.840040920716112	0.280090909090909	0.975
"GO:0051276"	2	"GO:0007063"	14.0315170514461	626	"chromosome organization"	"regulation of sister chromatid cohesion"	0.912657289002557	0.295034482758621	0.685
"GO:0006275"	1	"GO:0006310"	13.9586073148418	124	"regulation of DNA replication"	"DNA recombination"	0.827519181585678	0.346375	0.615
"GO:0006259"	1	"GO:0006310"	13.8860566476932	1037	"DNA metabolic process"	"DNA recombination"	0.841721227621483	0.338604166666667	0.812
"GO:0090304"	5	"GO:0090304"	13.8538719643218	5652	"nucleic acid metabolic process"	"nucleic acid metabolic process"	0.839684143222507	0.347047619047619	0
"GO:0032200"	2	"GO:0007063"	13.6197887582884	187	"telomere organization"	"regulation of sister chromatid cohesion"	0.917818414322251	0.296862068965517	0.636
