"go"	"cluster"	"parent"	"score"	"size"	"term"	"parentTerm"	"termUniqueness"	"termUniquenessWithinCluster"	"termDispensability"
"GO:0090304"	2	"GO:0090304"	30	5652	"nucleic acid metabolic process"	"nucleic acid metabolic process"	0.8526276849642	0.382416666666667	0
"GO:0051276"	1	"GO:0051276"	30	626	"chromosome organization"	"chromosome organization"	0.888484486873508	0.36346511627907	0
"GO:0022402"	3	"GO:0022402"	28.0809219076239	1308	"cell cycle process"	"cell cycle process"	0.871680190930787	0.296369863013699	0
"GO:1903047"	3	"GO:0022402"	27.0362121726544	774	"mitotic cell cycle process"	"cell cycle process"	0.871486873508353	0.280972602739726	0.899
"GO:0000278"	3	"GO:0022402"	26.1249387366083	928	"mitotic cell cycle"	"cell cycle process"	0.876964200477327	0.311205479452055	0.837
"GO:0006139"	2	"GO:0090304"	25.6197887582884	6165	"nucleobase-containing compound metabolic process"	"nucleic acid metabolic process"	0.855392601431981	0.389958333333333	0.875
"GO:0010564"	3	"GO:0022402"	23.9586073148418	745	"regulation of cell cycle process"	"cell cycle process"	0.827461813842482	0.241041095890411	0.887
"GO:0016070"	2	"GO:0090304"	23.8538719643218	5098	"RNA metabolic process"	"nucleic acid metabolic process"	0.852631264916468	0.367291666666667	0.858
"GO:0007049"	3	"GO:0022402"	23.1549019599857	1824	"cell cycle"	"cell cycle process"	0.877417661097852	0.33054794520548	0.933
"GO:0007059"	3	"GO:0022402"	22.8860566476932	424	"chromosome segregation"	"cell cycle process"	0.876059665871122	0.302109589041096	0.847
"GO:0000280"	1	"GO:0051276"	22.8538719643218	441	"nuclear division"	"chromosome organization"	0.895926014319809	0.47253488372093	0.552
"GO:0033044"	1	"GO:0051276"	22.4089353929735	247	"regulation of chromosome organization"	"chromosome organization"	0.846243436754177	0.338348837209302	0.887
"GO:0098813"	3	"GO:0022402"	21.8860566476932	312	"nuclear chromosome segregation"	"cell cycle process"	0.877526252983293	0.308397260273973	0.818
"GO:0140014"	1	"GO:0051276"	21.698970004336	274	"mitotic nuclear division"	"chromosome organization"	0.830183770883055	0.470906976744186	0.523
"GO:0019219"	4	"GO:0019219"	21.6777807052661	4121	"regulation of nucleobase-containing compound metabolic process"	"regulation of nucleobase-containing compound metabolic process"	0.796766109785203	0.373155172413793	0
"GO:0071824"	5	"GO:0071824"	21.5086383061657	880	"protein-DNA complex organization"	"protein-DNA complex organization"	0.913824582338902	0.27185	0
"GO:0051726"	3	"GO:0022402"	21.2518119729938	1119	"regulation of cell cycle"	"cell cycle process"	0.83108353221957	0.274164383561644	0.847
"GO:0000819"	3	"GO:0022402"	21.1739251972992	225	"sister chromatid segregation"	"cell cycle process"	0.827103818615752	0.317575342465753	0.785
"GO:0006725"	2	"GO:0090304"	21.0757207139381	6390	"cellular aromatic compound metabolic process"	"nucleic acid metabolic process"	0.868529832935561	0.461791666666667	0.864
"GO:0051171"	4	"GO:0019219"	20.9586073148418	5608	"regulation of nitrogen compound metabolic process"	"regulation of nucleobase-containing compound metabolic process"	0.825245823389021	0.377896551724138	0.848
"GO:0000070"	3	"GO:0022402"	20.6575773191778	184	"mitotic sister chromatid segregation"	"cell cycle process"	0.81793675417661	0.283821917808219	0.773
"GO:0048285"	1	"GO:0051276"	20.4685210829577	488	"organelle fission"	"chromosome organization"	0.895662291169451	0.472209302325581	0.557
"GO:0046483"	2	"GO:0090304"	20.2218487496164	6336	"heterocycle metabolic process"	"nucleic acid metabolic process"	0.86832338902148	0.460041666666667	0.867
"GO:0060255"	4	"GO:0019219"	19.0969100130081	6624	"regulation of macromolecule metabolic process"	"regulation of nucleobase-containing compound metabolic process"	0.828929594272077	0.405068965517241	0.709
"GO:0000377"	6	"GO:0000377"	18.8860566476932	332	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	0.878163484486874	0.354307692307692	0
"GO:0000398"	6	"GO:0000377"	18.8860566476932	332	"mRNA splicing, via spliceosome"	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	0.873394988066826	0.228153846153846	0.995
"GO:0000375"	6	"GO:0000377"	18.8239087409443	336	"RNA splicing, via transesterification reactions"	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	0.877844868735083	0.353730769230769	0.992
"GO:0044770"	3	"GO:0022402"	18.8239087409443	574	"cell cycle phase transition"	"cell cycle process"	0.874206443914081	0.25941095890411	0.857
